batch_size,dropout,hidden,hiddenlayer,layer_type,learning_rate,id,objective,elapsed_sec,duration
64,0.7213732741292493,99,3,0,0.0015424544774593223,260,0.6732723577235772,11088.740956306458,364.6097960472107
30,0.5378610520226023,123,2,0,0.004809542742649696,261,0.663109756097561,11143.912013053894,322.69278049468994
20,0.7266857578124122,124,3,1,0.001244817679311305,258,0.6153455284552846,11148.01168179512,478.111887216568
24,0.8681647498265257,84,4,0,0.0050151472463153554,262,0.6559959349593496,11248.429439783096,415.09530305862427
23,0.7490443609035671,51,4,0,0.004875220458344889,263,0.6646341463414634,11281.052768945694,396.54113507270813
56,0.8042005025363803,86,4,0,0.005228844551167406,264,0.6875,11361.048068761826,393.51553535461426
44,0.6025915841917641,123,2,0,0.005784684455103011,266,0.6392276422764228,11407.518380403519,334.09389090538025
36,0.5758240053462801,68,3,0,0.005821937110000892,267,0.7352642276422764,11454.71026134491,364.9235990047455
53,0.8405815062391608,60,4,1,0.005452746260462879,265,0.5264227642276422,11503.610054254532,529.4378745555878
81,0.5370385860028036,92,3,0,0.0058235535917369385,269,0.7103658536585366,11520.28774881363,371.18268275260925
34,0.6176723395315652,114,1,0,0.0027913248024968927,272,0.711890243902439,11630.038645267487,267.88944244384766
58,0.5829233970362339,67,3,0,0.008580350551590645,271,0.717479674796748,11641.48442530632,359.3927638530731
54,0.74321869612224,62,4,1,0.005664129899889737,268,0.5625,11667.08176445961,522.0725290775299
66,0.41412658266390145,100,1,0,0.004623391476213329,274,0.6488821138211383,11738.611303567886,282.81920409202576
10,0.5858190148941971,102,1,0,0.003213842447235847,276,0.6844512195121951,11804.398061990738,283.0771610736847
60,0.5832625177657073,73,4,1,0.009451089130001407,270,0.6224593495934959,11805.433473587036,555.9527587890625
116,0.1631521350509356,122,4,0,0.005822523869542851,273,0.7682926829268293,11825.21246099472,416.6340413093567
18,0.7381250604054546,113,3,0,0.005508499091399877,275,0.6585365853658537,11866.580133676529,362.0358028411865
8,0.2230666998345582,92,1,0,0.004305296461504401,277,0.7271341463414634,11897.344491004944,266.248183965683
53,0.242854686943516,124,3,0,0.0067998566149212345,279,0.7123983739837398,12024.029381513596,355.8923840522766
115,0.1057836908246776,119,4,0,0.00938068749444301,278,0.7454268292682927,12049.316457271576,406.7789874076843
81,0.08209898037210826,120,4,0,0.006099356436145421,280,0.7525406504065041,12151.399198293686,411.7388246059418
84,0.07600838795645308,128,3,0,0.0060770159941642,281,0.7764227642276422,12175.724984407425,370.2921006679535
10,0.02650790036077759,114,2,0,0.004137458406008374,285,0.7886178861788617,12209.28638100624,310.90413069725037
116,0.22866660751497395,128,4,0,0.0064001366935544516,282,0.7322154471544715,12219.929770231247,413.4513189792633
124,0.11951535706686826,126,4,0,0.006203096163436991,283,0.725609756097561,12239.820662021637,413.55366563796997
58,0.28345911027797893,125,4,0,0.006025235450520799,284,0.6925813008130082,12276.78026843071,409.15801215171814
8,0.07498479554662928,82,2,0,0.004522370692134638,287,0.7754065040650406,12371.184628248215,320.7860734462738
9,0.46552004065420405,95,2,1,0.006171655204224415,286,0.6554878048780488,12425.885706186295,400.8163743019104
105,0.6049121645747686,33,1,0,0.006010875701744618,288,0.32113821138211385,12431.878653526306,279.43454217910767
86,0.7134275226781567,64,1,0,0.0017352523760555236,290,0.7327235772357723,12481.943593978882,271.5990936756134
16,0.5927335114109715,50,1,0,0.005972424500682665,291,0.4766260162601626,12503.977660417557,282.9954888820648
120,0.7042365214922012,65,1,0,0.0012947410486139719,292,0.7413617886178862,12523.922037601471,283.03004360198975
110,0.13240299514714363,119,3,0,0.010716715151939823,289,0.42073170731707316,12553.608076334,376.94384026527405
8,0.5543120670642588,111,4,0,0.010280592063761263,293,0.7002032520325203,12687.958743810654,410.12534618377686
86,0.7187668393395686,56,1,0,0.0011595128380355172,295,0.7322154471544715,12697.624614715576,270.68602085113525
114,0.14924287453315718,45,3,0,0.010770484629754983,294,0.7052845528455285,12727.209585905075,354.9793176651001
112,0.12502181964201767,38,3,0,0.006271258151203489,296,0.6976626016260162,12790.041654109955,357.115216255188
40,0.1743631172915666,109,1,1,0.010803315848057795,297,0.32113821138211385,12819.331647396088,336.33428621292114
92,0.558838770074316,119,3,0,0.0103467200691008,298,0.4507113821138211,12884.677948474884,379.62277698516846
124,0.4157965810444999,119,3,0,0.01037913075131953,299,0.46239837398373984,12892.743371725082,367.74426221847534
93,0.13572079943394694,125,4,0,0.009640657868133005,300,0.7179878048780488,12970.00760102272,415.350222826004
111,0.18777490989946125,26,1,0,0.008161505340140129,303,0.32113821138211385,13003.188634634018,274.90705251693726
120,0.09024244921116722,60,3,0,0.006840819229544615,302,0.7042682926829268,13045.323476076126,346.6441698074341
123,0.32293549716339703,64,3,0,0.009186226613139729,301,0.6732723577235772,13051.584027528763,362.6855032444
23,0.026115681390655995,47,3,0,0.011010461998552545,304,0.6814024390243902,13151.970701694489,360.87600541114807
118,0.6025705225645814,56,1,0,0.00111867050122346,306,0.7245934959349594,13170.852843284607,285.12452459335327
21,0.20270130182951854,127,2,0,0.004295510086981904,307,0.7474593495934959,13221.825044870377,328.04547691345215
50,0.1594856343984604,54,4,0,0.010771588194337118,305,0.717479674796748,13223.187324285507,402.7974524497986
126,0.18047596131491753,21,1,1,0.010752790749065771,308,0.32113821138211385,13306.982826948166,335.93274760246277
113,0.011167491662947787,107,2,0,0.0010827514839308523,310,0.758130081300813,13363.561472654343,317.183482170105
111,0.23369469928728284,114,4,0,0.003258955496088288,309,0.7403455284552846,13425.9270465374,421.69508242607117
99,0.7091968111936159,55,4,0,0.0010989122803242608,311,0.6971544715447154,13451.090986967087,398.4622676372528
95,0.1798051047414357,28,1,0,0.0011273714218930074,315,0.7566056910569106,13495.845954656601,271.59261679649353
113,0.03247002192136024,110,3,0,0.001086572873970547,312,0.7357723577235772,13515.982823848724,362.96693682670593
73,0.6130144404547245,56,2,0,0.001112800204833159,314,0.7230691056910569,13549.877179145813,327.00968074798584
111,0.22791559837753275,55,4,0,0.008141992950828972,313,0.7002032520325203,13580.10077381134,408.20735788345337
113,0.07890007508803853,124,3,0,0.00394648519271617,316,0.760670731707317,13675.193721532822,367.2704288959503
27,0.11712222428190452,29,2,0,0.006645272308519488,317,0.6783536585365854,13680.451392173767,315.8520133495331
112,0.062038886941587996,99,1,0,0.0014580860744340522,319,0.7657520325203252,13723.631186008453,271.49916076660156
79,0.17101720189764147,27,1,0,0.0011717446161443725,321,0.6798780487804879,13789.144481897354,272.0969455242157
111,0.0785058357261924,116,2,0,0.0040518923445447535,320,0.7728658536585366,13818.345308065414,321.4345440864563
123,0.6071631774946904,56,4,0,0.00273736205487587,318,0.709349593495935,13831.067193508148,404.0821588039398
100,0.5454163866871798,51,1,0,0.0026853418676088575,323,0.7301829268292683,13865.680581331253,284.5156650543213
106,0.05934368507478073,53,3,0,0.008564492662230744,322,0.7002032520325203,13911.507338762283,360.5802278518677
92,0.5202666342285096,50,1,0,0.0015103544026484545,325,0.725609756097561,13953.987232208252,272.4728548526764
122,0.20409110332252026,29,1,0,0.001356167956633039,326,0.7068089430894309,13994.630838394165,269.9370379447937
128,0.18361016972196048,128,1,1,0.010013560140996702,324,0.32113821138211385,14018.706341266632,342.46704292297363
113,0.5132404728302321,52,1,0,0.0031849591290295455,327,0.7342479674796748,14063.187172412872,272.82412934303284
84,0.52907670205261,35,1,0,0.0039250711673732095,328,0.6849593495934959,14091.79183626175,272.5064973831177
102,0.4007896570088251,35,1,0,0.0036809619383321554,329,0.7083333333333334,14115.675080060959,283.55182695388794
101,0.5703450588126966,28,1,0,0.003508799974760066,330,0.6915650406504065,14148.79979133606,282.0538902282715
94,0.2625475382114262,35,1,0,0.0010734653127606824,331,0.7515243902439024,14185.427971363068,272.8781678676605
91,0.4955120839890135,35,1,0,0.0018688991304797004,332,0.7047764227642277,14227.512297391891,272.47211170196533
128,0.4632246785855344,35,1,0,0.0010033242835029322,333,0.7073170731707317,14264.889857769012,269.1895925998688
128,0.21362410540969207,44,1,1,0.009011871654330358,334,0.32113821138211385,14359.358870506287,339.60165333747864
75,0.36207584787499264,128,1,1,0.0022863580520878666,336,0.7423780487804879,14430.380627155304,337.547904253006
124,0.21028837209319112,124,2,0,0.00807614499110722,337,0.5955284552845529,14449.336228847504,332.6077311038971
73,0.18760010617935075,27,4,0,0.004599935048031398,335,0.6900406504065041,14468.575403928757,404.34851241111755
126,0.13327402953316558,37,2,0,0.005863337353647257,338,0.6686991869918699,14478.243297815323,328.386616230011
58,0.20014518671982473,27,4,0,0.004711301259666587,339,0.6732723577235772,14591.257073163986,404.7546525001526
28,0.07521973972582628,128,2,1,0.0046071604050106,340,0.720020325203252,14629.404800653458,400.82674860954285
69,0.06405686883577863,122,2,0,0.009985001417372541,342,0.5086382113821138,14682.186582326889,321.76631569862366
30,0.06320201710070686,34,4,1,0.08571095261234785,341,0.32113821138211385,14789.361726999283,523.4175503253937
65,0.1621286596818251,40,3,0,0.007943451757658808,344,0.7159552845528455,14812.014312028885,361.62685441970825
118,0.5479358090086766,44,4,0,0.0076626693446261865,343,0.5940040650406504,14818.712787151337,387.2546761035919
30,0.11932798255083549,19,4,0,0.05965746136840228,345,0.32113821138211385,14869.743250131607,400.1134715080261
23,0.1166717627481742,9,4,0,0.08340325649337839,346,0.32113821138211385,14896.075261831284,416.82713651657104
18,0.16186787838055938,38,3,0,0.0077394516123439365,347,0.7225609756097561,14950.808285713196,358.47981691360474
16,0.14279876782995726,33,1,1,0.0060811866302316,348,0.6707317073170732,14964.034058094025,333.3844246864319
14,0.1872053206474775,36,4,0,0.007988622620658052,349,0.6986788617886179,15085.054483652115,401.80937576293945
96,0.2296905335345279,64,1,1,0.005875129252778453,350,0.6646341463414634,15122.405326604843,331.9816937446594
101,0.10463130439800311,26,1,0,0.0036530494092086303,354,0.6951219512195121,15178.69472527504,281.5519790649414
97,0.6954981163059867,95,4,0,0.00667292817261471,352,0.7225609756097561,15221.626930952072,401.86961460113525
122,0.6919256209687372,128,4,0,0.006289088202983026,351,0.7306910569105691,15225.262322425842,412.1848211288452
85,0.09047374779799709,24,1,0,0.004024645874710455,356,0.6747967479674797,15237.146898031235,272.061728477478
103,0.010277596014758843,127,1,1,0.006736104162491294,355,0.5182926829268293,15291.542191028595,339.68118834495544
81,0.1251052756766831,26,1,0,0.004674294109522171,357,0.720020325203252,15357.088856220245,270.94908475875854
114,0.11570579637691233,97,4,1,0.01011656084822137,353,0.671239837398374,15404.2510638237,533.4616403579712
105,0.6663776236214276,123,3,0,0.008186974366888625,358,0.5848577235772358,15488.490012168884,365.14353251457214
121,0.27942373353826755,24,2,1,0.005203493282195416,359,0.5645325203252033,15589.403322935104,409.6515579223633
123,0.7308051420672711,123,4,0,0.010137758390073066,360,0.7190040650406504,15624.839697122574,402.154239654541
8,0.10003384040525037,34,4,0,0.008113640241709415,361,0.6971544715447154,15625.909247398376,399.60321378707886
126,0.1001168590516432,127,1,1,0.0013174545441278166,363,0.7616869918699187,15630.23701763153,337.6432240009308
105,0.5963094007398718,46,4,0,0.004087322530624189,362,0.6905487804878049,15631.888075828552,393.6920864582062
56,0.2345817237405116,97,1,1,0.006066808790161543,364,0.600609756097561,15699.177639961243,341.04341316223145
111,0.4679366395337313,49,4,0,0.010783789040675666,365,0.6875,15811.841275453568,406.54206895828247
127,0.4562824326078057,114,1,1,0.0013899261158299904,366,0.7139227642276422,15828.177141427994,338.63163471221924
69,0.029466631576406728,26,2,0,0.004445244062985075,368,0.7266260162601627,15939.285628080368,313.3770201206207
83,0.23566124039554098,111,1,1,0.006437636675509029,371,0.453760162601626,15958.061120033264,325.1108272075653
60,0.061629735996485614,118,3,0,0.005919935777027338,367,0.7703252032520326,15967.901894807816,377.1691994667053
117,0.3855599470917753,26,3,0,0.010200835005618534,370,0.6737804878048781,15988.083248853683,356.88036608695984
126,0.38778002775030196,127,1,1,0.0023464113045052176,372,0.7078252032520326,16040.989485502243,340.7473590373993
96,0.626114329619271,10,4,1,0.010781308535600767,369,0.39939024390243905,16174.38397526741,547.3748736381531
50,0.03290271496690188,33,1,0,0.002171115062171554,376,0.7703252032520326,16221.814399003983,262.69425559043884
86,0.029922598024471142,126,4,0,0.006014549939284014,374,0.7347560975609756,16239.178446292877,409.9078860282898
104,0.3427847744179557,25,3,0,0.009384561511924624,375,0.6844512195121951,16300.057847499847,359.70675015449524
44,0.26443659665944125,126,1,1,0.005370744290737456,377,0.608739837398374,16307.714379549026,338.7627463340759
122,0.23363696965417083,38,4,1,0.01077202544438145,373,0.5609756097560976,16345.951919794083,533.0493519306183
128,0.6074553218002546,113,3,0,0.0012504613291999078,378,0.7403455284552846,16356.123199224472,366.9795730113983
40,0.26806344836758866,123,1,1,0.005688153931319895,379,0.6026422764227642,16382.007500171661,339.94251441955566
30,0.6196238293923114,37,1,0,0.002103614710687726,381,0.7261178861788617,16485.476558208466,262.6072154045105
38,0.6006918448838086,43,1,0,0.0025101450719212186,382,0.7123983739837398,16508.869220256805,268.61829590797424
16,0.25430011855025614,125,1,1,0.005072067620951073,380,0.6539634146341463,16521.566217422485,346.12025809288025
52,0.602048331959988,43,1,0,0.0026683873603074696,384,0.7057926829268293,16580.38138461113,271.7003571987152
29,0.6348491575731492,44,1,0,0.002235486544777698,385,0.7103658536585366,16623.441781044006,276.4282684326172
92,0.7178585500943472,112,3,0,0.006382501288689298,386,0.6910569105691057,16727.359310865402,370.178019285202
12,0.7139533181918445,99,3,0,0.0049535942991412825,387,0.6498983739837398,16753.823844194412,370.7429633140564
72,0.044748297383395884,123,4,1,0.01014695309759448,383,0.6824186991869918,16831.11272072792,529.9854559898376
49,0.725927368775408,118,3,0,0.007249691708438,389,0.5858739837398373,16877.683948516846,367.7544972896576
116,0.035341834240016905,124,3,1,0.010066442812390107,388,0.681910569105691,16938.614155054092,452.08091282844543
128,0.09595601495386488,128,2,1,0.0056548900859563515,391,0.7306910569105691,16988.163421869278,406.73089933395386
71,0.05332613913178147,119,3,1,0.010194898033274198,390,0.6300813008130082,17010.462628126144,487.8307168483734
127,0.029554507962403817,114,3,0,0.008445544488579251,393,0.7398373983739838,17095.77250313759,367.32968759536743
115,0.8009663349711998,28,2,0,0.0010235452424316672,395,0.5904471544715447,17135.22477030754,303.02392196655273
128,0.6768189615391023,120,4,1,0.010159808645414431,392,0.5248983739837398,17163.583767414093,539.078910112381
28,0.045617207966144636,26,4,0,0.009537587319750301,394,0.6326219512195121,17168.520104646683,413.63951802253723
128,0.13201662990798277,55,2,0,0.0033759492874354505,396,0.7469512195121951,17192.552504062653,313.74118161201477
128,0.11868740759938061,117,1,0,0.0017251474080806927,398,0.7972560975609756,17266.15821456909,276.9246039390564
94,0.22599300307801012,25,3,0,0.0078421084708226,397,0.6580284552845529,17284.48880648613,344.90608501434326
128,0.22529655668001675,94,1,0,0.0015804713426806724,401,0.7886178861788617,17402.34803056717,266.02692008018494
128,0.14102617639414272,68,4,0,0.001029261976265013,399,0.7022357723577236,17423.41722178459,411.8852801322937
128,0.03261144623934112,109,2,0,0.003648093639080183,403,0.7728658536585366,17492.10069322586,322.34356904029846
128,0.34295189015741606,114,4,0,0.0049254316472425695,400,0.7535569105691057,17509.69982624054,412.8608856201172
128,0.12315482695772767,118,3,0,0.0064437106962127845,404,0.7215447154471545,17558.4282245636,364.80793285369873
128,0.15484803467119793,96,4,0,0.0025710524815711865,402,0.739329268292683,17577.704260349274,413.0486042499542
70,0.02276160413415414,45,1,1,0.004934045665016689,405,0.6991869918699187,17599.427731752396,332.2115869522095
128,0.16145904043583614,125,1,1,0.002611115691504954,406,0.7291666666666666,17610.984316825867,325.4273684024811
